facility_id,facility_name,primary_sector,state,scope1,scope2_estimated,scope3_estimated,ipcc_bucket,confidence,scope2_3_methodology_note
1006208,ADM CORN PROCESSING,Other,IA,1945776.984,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006209,International Paper - Flint River Mill,Pulp and Paper,GA,97188.456,13315,97480,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006211,"Potters Industries, Inc. - Muscatine, IA",Minerals,IA,27523.396,3771,27606,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006213,"Darling Ingredients, Inc. - Rose Hill",Other,NC,40201.248,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006214,BRASKEM AMERICA NEAL PLANT,Other,WV,29361.384,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006221,BUENA VISTA DRIVE SANITARY LANDFILL,Waste,CA,19457.25,2666,19516,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006223,BIG RIVER LANDFILL,Waste,MS,146861.25,20120,147302,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006225,Tilden Gas Plant,Injection of CO2,TX,83498.742,3340,24215,Energy,Assumption,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Assumption."
1006228,Salinas Landfill,Waste,PR,111658.5,15297,111993,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006229,LIVE OAK LANDFILL & RECYLING CENTER,Waste,GA,7959.8,1090,7984,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006231,Gold Bond - FTD Plant,Minerals,IA,46496.124,6370,46636,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006232,ELBERTA COMPRESSOR STATION,Petroleum and Natural Gas Systems,UT,66566.26,2663,19304,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006234,HM Cement Southeast LLC,Minerals,AL,522543.224,71588,524111,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006236,EMORY UNIVERSITY,Other,GA,48642.814,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006243,DAL-ITALIA,Minerals,OK,62255.416,8529,62442,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006246,PENN STATE MILTON S HERSHEY MED CTR,Other,PA,46847.02,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006247,Riverton Facility,Minerals,WV,318256.89,43601,319212,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006251,FIVE OAKS RECYCLING & DISPOSAL FACILITY,Waste,IL,24472.946,3353,24546,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006253,WARD MANUFACTURING LLC,Metals,PA,16547.536,2267,16597,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006256,PACKAGING CORPORATION OF AMERICA,Pulp and Paper,LA,260455.616,35682,261237,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006258,Cargill Incorporated,Other,IA,60583.072,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006259,INEOS US Chemicals Company  Naperville Campus,Other,IL,55110.892,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006264,INEOS POLYETHYLENE,Other,TX,134064.124,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006265,PG&E GERBER COMPRESSOR STATION,Petroleum and Natural Gas Systems,CA,62464.274,2499,18115,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006267,WHEELABRATOR MILLBURY INC,Waste,MA,215001.77,29455,215647,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006269,STERLING STEEL COMPANY LLC,Metals,IL,85048.448,11652,85304,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006273,MOM BRANDS CO - PLANT 2 - NORTHFIELD,Other,MN,37319.16,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006274,EXXONMOBIL CHEMICAL MONT BELVIEU PLASTICS PLANT,Other,TX,93204.2,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006279,NEWTON COUNTY LANDFILL,Waste,GA,68607.25,9399,68813,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006282,WHEELABRATOR FALLS,Waste,PA,209656.1,28723,210285,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006285,Quad Cities Landfill Phase 1&2/3,Waste,IL,1444,198,1448,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006286,CITY OF CHATTANOOGA SUMMIT LANDFILL,Waste,TN,61926.75,8484,62113,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006287,CONTINENTAL CARBON Ponca City Plant,Chemicals,OK,242044.924,33160,242771,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006306,PERRY RIDGE LANDFILL INC,Waste,IL,90415.7,12387,90687,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006307,CALCASIEU REFINING COMPANY,Petroleum Product Suppliers,LA,177038.456,7082,51341,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006319,MINN DAK FARMERS COOPERATIVE,Minerals,ND,396446.786,54313,397636,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006321,HENDERSON GAS PLANT,Petroleum and Natural Gas Systems,TX,80178.2,3207,23252,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006324,Genesis Alkali Westvaco,Minerals,WY,1824844.072,250004,1830319,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006325,CLEVELAND-CLIFFS RIVERDALE LLC,Metals,IL,147555.848,20215,147999,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006344,AUGUSTA COUNTY SVC AUTHORITY LANDFILL,Waste,VA,104082.55,14259,104395,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006347,HORMEL FOODS CORPORATION,Other,MN,58585.68,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006351,THREE RIVERS REGIONAL MSW LANDFILL,Waste,SC,76925.5,10539,77156,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006354,AMERICAN CRYSTAL SUGAR - CROOKSTON,Minerals,MN,304856.036,41765,305771,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006356,PILGRIM'S CORPORATION MOUNT PLEASANT COMPLEX,Other,TX,65245.704,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006361,SANOFI PASTEUR,Chemicals,PA,36717.412,5030,36828,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006364,GREEN PLAINS OBION LLC,Other,TN,152666.976,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006368,Northern Border Pipeline Garvin CS#12,Petroleum and Natural Gas Systems,MN,100320.974,4013,29093,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006369,WHEELABRATOR CONCORD COMPANY LP,Waste,NH,70061.384,9598,70272,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006371,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,Other,TX,48576.068,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006386,Mont Belvieu Complex,Petroleum and Natural Gas Systems,TX,2719638.418,108786,788695,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006388,DETROIT REFINERY,Petroleum Product Suppliers,MI,928748.286,37150,269337,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006391,US Steel - Fairless Hills Plant,Metals,PA,25241.204,3458,25317,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006397,Vitro Flat Glass LLC,Minerals,TX,200574.376,27479,201176,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006402,Air Products Port Arthur Facility,Chemicals,TX,2335031.274,319899,2342036,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006412,AMALGAMATED SUGAR CO LLC,Minerals,ID,282864.03,38752,283713,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006417,BAYVIEW LANDFILL,Waste,UT,96105.95,13167,96394,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006430,"AIR LIQUID LARGE INDUSTRIES US, LP",Chemicals,CA,617757.2,84633,619610,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006431,TPIC Basin 940 - Breton Sound 20-21,Petroleum and Natural Gas Systems,LA,56118.396,2245,16274,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006434,PG&E DELEVAN COMPRESSOR STATION,Petroleum and Natural Gas Systems,CA,43426.244,1737,12594,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006435,CABOT CORP - CANAL PLANT,Chemicals,LA,357660.6,49000,358734,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006440,Stony Point,Petroleum and Natural Gas Systems,NY,68065.252,2723,19739,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006444,"Delek Refining, Ltd",Petroleum Product Suppliers,TX,440270.728,17611,127679,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006445,ConAgra Foods Inc.,Other,CA,68071.644,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006446,University of Arizona,Other,AZ,79182.052,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006453,SHINTECH INCORPORATED,Other,TX,119146.352,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006455,STARRETT CITY POWER PLANT,Other,NY,82611.274,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006459,Nelson County Solid Waste Disposal Facility,Waste,KY,78580.75,10766,78816,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006463,RED DOG OPERATIONS MINE FACILITY,Other,AK,146931.594,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006466,MEMPHIS CELLULOSE LLC,Pulp and Paper,TN,30833.784,4224,30926,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006468,BP CHERRY POINT REFINERY,Chemicals,WA,2179352.242,298571,2185890,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006469,PATRIOT RENEWABLE FUELS LLC,Other,IL,180858.968,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006473,Ferroglobe USA Metallurgical Inc. FKA-GLOBE METALLURGICAL INC. (0684000105),Metals,OH,293877.09,40261,294759,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006474,GELITA USA,Other,IA,37116.56,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006493,ROCHESTER DISTRICT HEATING COOPERATIVE,Power Plants,NY,24108.66,964,6992,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006499,CALUMET LUBRICANTS CO LP CALUMET COTTON VALLEY,Chemicals,LA,91427.794,12526,91702,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006504,UNIVERSITY OF UTAH,Other,UT,76305.412,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006505,TOWNER COMPRESSOR STATION,Petroleum and Natural Gas Systems,ND,99483.026,3979,28850,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006510,Mill Creek,Power Plants,KY,7214107.236,288564,2092091,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006512,Ghent,Power Plants,KY,9677872.494,387115,2806583,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006525,CARGILL INC-CEDAR RAPIDS,Other,IA,92119.004,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006529,ACADIA PARISH POLICE JURY - ACADIA PARISH SANITARY LANDFILL,Waste,LA,46996.25,6438,47137,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006532,TOYTOWN SLF,Waste,FL,34953.5,4789,35058,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006534,"POET Biorefining- Arthur, LLC",Other,IA,159569.9,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006535,OHIO VALLEY ALUMINUM CO INC,Metals,KY,37759.608,5173,37873,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006540,TITAN TIRE CORP,Other,IA,18635.228,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006542,Trimble County,Power Plants,KY,6994442.332,279778,2028388,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006544,"CANTON, CITY OF, CANTON SANITARY LANDFILL",Waste,MS,37966.75,5201,38081,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006551,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 08,Minerals,IN,67648.812,9268,67852,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006565,"Cos-Mar Company, Styrene Monomer Plant",Chemicals,LA,311662.848,42698,312598,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006570,Molson Coors-MILWAUKEE BREWERY,Other,WI,31356.132,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006572,CERTAINTEED GYPSUM SEATTLE,Minerals,WA,55644.54,7623,55811,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006577,Plant X,Power Plants,TX,387462.212,15498,112364,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006578,OXBOW CALCINING,Petroleum and Natural Gas Systems,TX,282034.274,11281,81790,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006589,Gerald Gentleman Station,Power Plants,NE,7190319.97,287613,2085193,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006594,Leprino Foods - Lemoore West,Other,CA,51604.256,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006608,FINCH PAPER LLC,Pulp and Paper,NY,143973.836,19724,144406,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006611,MGM RESORTS INTERNATIONAL,Other,NV,110103.336,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006617,PARIS PLANT,Other,TX,42510.64,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006621,WESTLAKE VINYLS INC,Chemicals,KY,489940.974,67122,491411,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006626,INTERNATIONAL PAPER - HENDERSON MILL,Pulp and Paper,KY,48602.216,6659,48748,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006627,Los Angeles Refinery (LAR),Chemicals,CA,6118906.276,838290,6137263,Industry,Good,"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006630,Port Washington Generating Station,Power Plants,WI,3154314.36,126173,914751,Energy,Good,"v1 estimate: Hertwich & Wood (2018) 'Energy' sector ratio (0.33x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Good."
1006634,City of Irving/ Hunter Ferrell Landfill,Waste,TX,146358,20051,146797,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
1006637,CARGILL INCORPORATED,Other,OH,163392.826,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006646,US PUBLIC HEALTH SERVICE NATIONAL INSTITUTES OF HEALTH,Other,MD,189740.416,NA,NA,NA,Unresolved -- needs further inspection before mapping,"Unresolved sector ('Other') -- left NA pending further investigation, not a real zero."
1006647,YORK COUNTY RESOURCE RECOVERY,Waste,PA,171809.556,23538,172325,Industry,Weak (no dedicated waste sector in paper),"v1 estimate: Hertwich & Wood (2018) 'Industry' sector ratio (1.14x Scope 1 combined, 12%/88% Scope2:Scope3 split borrowed from the paper's Industry sector only). Confidence: Weak (no dedicated waste sector in paper)."
